user_id,sent_tx_count,sent_tx_sum_gbp,sent_tx_median_gbp,received_tx_count,received_tx_sum_gbp,received_tx_median_gbp
22567,1469,14030.13,2.65,140,801.8,5.5
22576,0,0.0,0.0,139,5951.42,6.0
2258,983,19982.12,10.0,109,637.0,5.5
22585,0,0.0,0.0,118,762.86,5.5
22589,0,0.0,0.0,172,10014.380000000001,6.0
22592,0,0.0,0.0,161,984.52,6.0
22598,1434,27529.64,2.55,31,189.7,5.5
2260,1368,17847.37,5.5,164,1289.85,6.0
22601,0,0.0,0.0,294,15769.88,6.0
22607,1334,34387.12,6.5,157,16017.86,6.0
22608,0,0.0,0.0,208,1170.41,5.5
22616,0,0.0,0.0,124,869.7,6.0
22622,1638,30084.8,4.5,296,19433.42,6.0
22627,833,30407.05,8.99,120,711.45,5.5
22629,1077,35977.34,9.0,177,11733.91,6.0
22633,0,0.0,0.0,298,1699.1,5.5
22634,0,0.0,0.0,162,13162.56,6.0
22635,0,0.0,0.0,182,1085.82,5.5
22636,0,0.0,0.0,177,1097.35,6.0
22642,0,0.0,0.0,190,1168.4,6.0
22673,0,0.0,0.0,230,1794.28,6.0
22683,780,31805.83,10.5,128,784.0,6.0
22685,0,0.0,0.0,159,12131.4,6.0
22691,0,0.0,0.0,155,853.95,5.5
22701,0,0.0,0.0,114,842.1,6.0
22710,0,0.0,0.0,149,24434.3,6.5
22725,1599,21786.97,4.4,171,1002.1899999999999,5.5
22726,0,0.0,0.0,157,21377.12,6.0
2274,1934,18249.74,5.0,259,1517.89,5.5
22741,1773,38609.84,5.0,203,1096.7,5.5
22749,1512,21598.92,6.0,203,1235.95,5.5
22751,882,13002.03,6.5,91,583.0,6.0
22772,0,0.0,0.0,121,824.8,5.5
22778,906,31174.72,6.0,57,339.0,5.5
22779,0,0.0,0.0,213,8257.8,6.0
22780,0,0.0,0.0,136,965.53,6.0
22783,0,0.0,0.0,239,1430.0,6.0
22786,914,26101.48,8.99,135,6809.67,6.5
22802,0,0.0,0.0,216,12792.91,6.5
22805,0,0.0,0.0,58,347.5,6.0
22814,1624,19803.33,2.65,105,611.55,5.5
22820,0,0.0,0.0,149,855.38,5.5
22824,1706,22946.8,4.5,206,1129.2,5.5
22828,1069,17253.58,6.5,116,736.0,6.0
22835,1312,17878.84,6.0,143,928.45,5.5
22848,854,29385.13,6.5,160,18704.75,6.0
22849,1110,18576.87,7.0,179,1220.7,6.0
2285,0,0.0,0.0,166,943.0,5.5
2286,0,0.0,0.0,263,1635.03,5.5
22861,1818,19908.11,4.65,235,1389.92,5.5
22869,0,0.0,0.0,168,10961.75,5.75
22871,1509,35961.75,3.9,188,1017.2,5.5
22873,1218,20143.96,10.0,151,912.5,5.5
22877,1927,24015.89,4.5,245,1553.61,6.0
2288,1164,16508.66,6.5,256,1748.81,6.0
22884,1062,24527.67,10.5,225,1419.0,6.0
22911,0,0.0,0.0,195,1258.09,6.0
22916,1067,21916.1,6.5,143,856.75,6.0
22917,1581,16957.6,4.5,144,874.65,6.0
22923,0,0.0,0.0,66,390.15,5.5
22937,748,13175.12,9.5,96,738.83,6.0
2294,1609,32773.8,4.5,160,9066.95,6.0
22944,0,0.0,0.0,209,13944.6,5.5
22950,1362,17902.31,9.0,122,770.95,6.0
22976,1121,33456.3,9.0,310,16303.82,6.5
2298,0,0.0,0.0,113,698.26,5.5
22984,1228,19597.51,9.0,236,1421.95,6.0
22985,816,34350.57,10.5,151,6138.2,6.0
22993,0,0.0,0.0,187,7955.95,6.5
23000,1708,16503.97,4.5,200,1387.36,5.5
23004,1166,23932.6,9.0,223,1614.08,6.0
23007,1137,16253.27,6.5,113,677.65,5.5
23010,1050,28928.77,9.0,277,13374.93,6.0
23013,0,0.0,0.0,212,1274.85,5.5
23016,0,0.0,0.0,183,1075.65,5.5
23019,1674,18543.35,4.5,116,722.45,6.0
23029,1072,20935.88,6.5,159,1018.1,6.0
23033,0,0.0,0.0,233,1318.75,5.5
23047,942,39767.98,9.0,221,1292.4,5.5
23056,966,18782.23,9.0,151,974.65,6.0
2306,936,19221.16,7.0,158,1040.61,6.0
23062,0,0.0,0.0,239,1411.49,5.5
23067,1186,18626.74,6.5,189,1143.75,5.5
23074,0,0.0,0.0,206,1327.18,6.0
23076,1566,31288.62,4.375,132,803.1,6.0
23078,1104,18922.3,9.0,186,1091.75,5.5
2308,1293,35890.96,9.0,253,10663.3,5.5
23086,1530,19844.54,5.5,134,878.95,5.5
23090,838,28393.61,10.0,276,15033.6,6.0
23095,0,0.0,0.0,168,1114.53,5.5
23096,0,0.0,0.0,65,376.4,5.5
23110,1303,16513.86,6.0,179,1210.82,5.5
23119,1044,19178.27,9.0,148,930.98,6.0
23130,1108,20485.9,6.5,174,1229.24,6.0
23139,0,0.0,0.0,79,455.35,5.5
23145,1549,34594.59,6.0,221,21884.13,6.0
2315,1527,22214.15,6.0,175,1044.3,6.0
23151,1229,35178.53,9.0,323,22139.57,6.0
23154,0,0.0,0.0,222,9479.56,6.0
23157,0,0.0,0.0,148,921.0,6.0
23162,852,18170.51,9.0,177,1031.05,5.5
2317,0,0.0,0.0,14,79.5,5.5
23173,0,0.0,0.0,124,738.7,5.5
23181,1556,35087.69,2.65,174,9876.3,5.5
23185,1041,19122.37,8.99,158,958.78,5.5
23188,0,0.0,0.0,147,854.41,6.0
23192,979,14591.29,9.5,123,912.13,6.0
23195,0,0.0,0.0,172,1574.44,5.5
23197,0,0.0,0.0,167,1015.0,6.0
23200,0,0.0,0.0,152,888.45,5.5
23229,1105,18836.11,6.5,170,1284.12,6.0
23230,889,21260.64,10.0,170,991.0,5.5
23234,2105,22560.47,4.5,206,1396.59,5.5
23239,0,0.0,0.0,132,839.31,5.75
23240,857,12613.210000000001,5.5,107,727.4,5.5
23247,0,0.0,0.0,199,13675.64,6.5
2325,0,0.0,0.0,109,728.72,6.0
23251,0,0.0,0.0,158,954.0,6.0
23263,0,0.0,0.0,180,4448.1,5.5
23265,1375,29046.28,6.0,112,7247.45,6.0
23275,1871,17711.88,5.0,217,1337.58,5.5
23284,0,0.0,0.0,127,8345.16,6.5
23289,0,0.0,0.0,236,10068.45,6.0
23290,1217,24637.34,9.27,153,919.75,6.0
23296,2267,38096.26,5.05,303,17322.32,6.0
23297,0,0.0,0.0,192,1141.95,5.5
23298,907,30898.31,9.0,160,14698.22,5.5
23306,885,17866.94,10.0,144,880.0,6.0
2331,2728,34855.82,5.5,74,434.85,5.5
23310,0,0.0,0.0,136,798.1,5.5
23311,951,17842.52,6.0,130,827.8,6.0
23314,1090,18075.23,9.5,552,378878.54,9.0
23326,0,0.0,0.0,208,1277.66,5.5
23329,1008,18379.5,6.5,147,892.95,6.0
23336,889,13865.87,10.0,122,738.05,6.0
23344,0,0.0,0.0,294,1769.5,5.5
23348,858,34201.27,10.0,176,12804.08,6.0
23369,1737,16612.48,2.55,136,824.7,5.5
23376,0,0.0,0.0,152,917.0,5.5
23387,1451,19309.25,9.0,280,1753.85,6.0
23393,1020,17598.63,8.955,112,670.05,6.0
23400,0,0.0,0.0,121,743.88,5.5
23425,1158,32873.12,6.5,136,7915.5,6.0
23428,1194,20417.4,9.0,99,629.06,6.0
23437,842,27825.3,6.25,166,1006.02,6.0
23448,1141,20495.82,6.5,93,580.45,6.0
23456,1108,29187.45,9.0,252,1516.22,5.5
23466,841,12890.84,10.0,187,1283.21,6.0
23479,1106,19159.51,9.0,186,1048.85,5.0
23480,0,0.0,0.0,97,635.28,6.0
23486,1076,19611.1,9.0,298,1995.94,6.0
23488,0,0.0,0.0,185,1250.04,6.0
23500,0,0.0,0.0,179,1098.8,6.0
23502,1647,22410.31,4.4,207,1307.48,5.5
23514,1002,17141.65,10.0,166,962.7,5.5
2352,0,0.0,0.0,207,1257.7,6.0
23521,1592,14686.63,4.375,176,1021.74,5.5
23546,1005,15211.25,6.5,124,742.8,5.5
23552,0,0.0,0.0,228,1351.95,6.0
23561,1583,29018.07,3.95,113,666.1,6.0
23570,0,0.0,0.0,273,1673.05,6.0
23572,1117,16069.75,6.5,161,954.2,5.5
23579,1114,20339.0,9.0,167,1033.1,6.0
23585,1816,18642.24,4.5,185,1021.1,5.5
23590,832,29589.61,10.0,159,919.0,5.5
23598,1547,23278.22,6.0,270,2035.22,5.5
23602,0,0.0,0.0,119,716.0,6.0
23604,0,0.0,0.0,118,691.35,5.5
23607,1010,15705.77,6.5,200,1191.35,5.5
23612,1141,15434.53,6.5,208,1294.65,6.0
23613,1099,30236.65,6.5,218,22124.0,5.5
23614,0,0.0,0.0,236,1356.71,5.5
23619,0,0.0,0.0,97,627.4,6.0
23625,819,29666.47,6.5,113,699.95,6.0
23634,0,0.0,0.0,166,969.5,5.5
23637,1490,22545.27,6.0,237,1415.9,6.0
23639,0,0.0,0.0,390,242686.1,9.0
2364,0,0.0,0.0,302,1773.55,5.5
23650,0,0.0,0.0,85,619.05,6.0
23652,1167,17347.13,9.0,166,990.8,6.0
23655,0,0.0,0.0,338,22732.52,6.0
23668,0,0.0,0.0,181,1106.75,6.0
23671,1234,32339.46,6.0,178,7050.44,5.5
23682,0,0.0,0.0,56,340.0,5.75
23685,890,33219.53,6.0,0,0.0,0.0
2369,991,32209.19,9.0,294,16589.87,6.0
23700,914,23658.43,6.5,128,797.03,5.5
23706,899,17625.94,9.0,182,1183.47,5.5
23714,1659,37492.909999999996,6.0,307,10925.35,6.0
23718,2204,23862.07,4.85,236,1354.05,5.5
23727,2256,19183.68,5.0,72,401.77,5.0
23733,1828,21182.41,5.0,273,1565.91,5.5
23740,1060,18440.19,6.5,215,1268.05,5.5
23746,0,0.0,0.0,211,1263.68,5.5
23748,1891,27552.42,5.0,210,1339.83,5.5
23754,1071,18347.38,9.0,207,1193.0,5.5
23759,0,0.0,0.0,280,2031.9,6.0
23776,1207,19760.14,6.5,148,913.6,6.0
23782,746,31233.63,9.0,119,18779.0,5.5
23792,0,0.0,0.0,113,698.0,6.0
23793,897,27279.31,9.0,207,1292.75,6.0
23805,967,27333.29,6.5,129,793.0,6.0
23819,1375,20775.33,6.0,149,905.2,6.0
23821,0,0.0,0.0,240,13158.86,6.0
23824,1397,18855.34,6.0,180,1036.9,5.5
23827,0,0.0,0.0,243,1417.29,5.5
23829,0,0.0,0.0,206,1144.7,5.5
23832,0,0.0,0.0,223,1216.3,5.5
23835,0,0.0,0.0,97,570.15,5.5
23836,1077,17355.65,9.0,191,1190.1,6.0
23839,1157,34416.46,9.0,176,12797.7,6.5
23846,1303,28982.9,6.5,162,7229.0,6.0
23849,1403,16997.43,6.5,372,2239.94,5.5
2386,0,0.0,0.0,242,1760.16,5.5
23861,0,0.0,0.0,241,201360.2,985.0
23863,0,0.0,0.0,128,4317.65,6.0
23864,0,0.0,0.0,148,1526.8,6.0
23866,1064,16878.67,6.5,77,442.0,5.5
2387,1139,19485.3,6.5,208,1373.19,5.5
23872,1258,21165.38,9.0,165,1010.56,6.0
23874,0,0.0,0.0,138,11121.2,6.0
23880,0,0.0,0.0,197,1199.0,6.0
23883,1195,18364.66,6.0,230,1497.31,5.5
23885,0,0.0,0.0,189,1170.15,5.5
23896,1196,17156.87,6.5,175,1077.11,5.5
2390,1904,22784.38,5.0,190,1007.35,5.0
23906,1138,23411.76,9.5,154,915.9,5.5
23907,1053,14972.88,6.5,166,1002.1,5.5
23909,927,16649.14,5.0,96,622.5,5.5
23913,0,0.0,0.0,164,907.3,5.5
23933,0,0.0,0.0,325,2200.09,6.0
23936,970,18232.43,10.5,174,1087.0,5.5
23948,0,0.0,0.0,146,850.45,5.5
23949,0,0.0,0.0,187,1093.85,6.0
23951,1229,26727.43,6.0,119,713.9,5.5
23958,1142,18165.76,9.0,59,354.0,5.5
23961,0,0.0,0.0,221,16147.45,6.0
23969,1373,15834.12,6.0,208,1226.82,5.5
2397,0,0.0,0.0,167,1049.18,5.5
23970,1828,21547.7,4.5,215,1318.98,6.0
23972,820,22052.06,11.0,99,612.5,5.5
23975,0,0.0,0.0,228,1310.4,6.0
23977,0,0.0,0.0,160,971.9,5.5
23978,1272,17662.3,9.0,191,1177.45,6.0
23981,1869,22677.84,4.4,182,1041.45,5.75
23982,1556,20535.12,6.0,233,1602.49,6.0
2399,0,0.0,0.0,197,5177.13,6.0
23991,1093,21713.05,8.99,168,1092.38,6.0
24009,1511,12244.94,2.45,148,1160.45,5.5
24013,1286,22064.19,6.0,158,930.4,5.5
24015,0,0.0,0.0,282,1643.0,5.5
24020,0,0.0,0.0,98,808.84,6.0
24024,886,18332.29,11.0,157,988.0,6.0
24030,1665,19370.9,4.5,240,1857.9,5.75
24032,963,24716.05,9.0,155,1052.16,5.5
24033,2109,15708.55,5.0,79,408.04,5.5
24035,1593,16824.26,4.35,163,933.9,5.5
24043,0,0.0,0.0,114,866.95,6.0
24053,914,13141.71,9.5,143,960.66,5.5
24059,787,17119.73,10.5,172,1048.31,6.0
24067,0,0.0,0.0,231,1354.75,5.5
24084,0,0.0,0.0,140,12503.58,6.0
2409,0,0.0,0.0,234,1518.25,5.5
24095,1859,20646.45,5.0,208,1232.9,5.5
24100,0,0.0,0.0,66,467.68,6.0
24101,0,0.0,0.0,174,1188.2,5.5
24110,920,14631.74,6.5,175,1087.82,5.5
24111,0,0.0,0.0,197,1105.55,6.0
24112,757,13575.85,6.5,125,730.4,5.5
24125,0,0.0,0.0,246,13403.26,6.0
24128,1023,24193.4,6.5,63,376.79,5.5
24131,0,0.0,0.0,116,925.05,6.0
24138,1004,18085.94,6.5,193,1160.2,5.5
24139,0,0.0,0.0,236,1456.5,6.0
24146,0,0.0,0.0,180,13277.75,6.5
24148,0,0.0,0.0,180,1151.14,6.0
24161,0,0.0,0.0,153,9802.9,5.5
24168,0,0.0,0.0,191,1169.4,6.0
24172,0,0.0,0.0,339,24884.62,6.0
24185,1252,22234.72,6.5,181,1141.19,6.0
24186,892,19032.69,10.0,224,1459.41,6.0
24193,1208,19148.76,6.5,196,1332.59,6.0
24196,0,0.0,0.0,147,923.0,6.0
24198,2131,21398.53,4.5,251,1462.25,6.0
24202,1519,15954.08,3.85,214,1322.39,5.5
24206,0,0.0,0.0,68,375.42,5.5
24211,1160,31469.02,6.5,189,1217.6,6.0
24217,864,30273.81,6.0,64,394.5,5.5
24221,1113,32027.7,6.5,211,1223.75,5.5
24223,876,20624.62,6.5,53,308.33,5.5
24230,1791,22363.55,4.8,173,933.2,5.5
24232,1482,19906.22,6.0,199,1251.42,6.0
24237,1152,21632.29,10.0,197,1170.5,5.5
24240,0,0.0,0.0,165,988.51,5.5
24247,1889,25337.96,5.0,266,1797.74,5.5
24248,0,0.0,0.0,163,1116.78,6.0
24252,1884,31312.48,4.5,178,1032.05,5.5
24254,1269,35684.26,9.0,157,3680.26,6.0
24265,0,0.0,0.0,87,498.95,5.5
24271,1222,19931.37,6.5,221,1510.01,6.0
24273,0,0.0,0.0,255,1534.75,5.5
24278,1326,18086.65,6.5,189,1142.5,5.5
24291,801,27665.48,6.5,181,12665.8,5.5
24295,0,0.0,0.0,182,1282.8,6.0
2430,1465,31815.87,2.65,95,497.95,5.5
24301,1105,19444.64,9.0,121,750.95,6.0
24310,0,0.0,0.0,222,1404.9,6.0
24342,0,0.0,0.0,312,1778.21,5.5
24343,1668,22792.56,4.5,206,1055.5,5.0
24363,0,0.0,0.0,120,847.35,5.5
24365,1294,24305.11,6.0,86,522.7,5.5
24368,0,0.0,0.0,234,1856.69,6.0
24375,1394,13627.789999999999,2.45,154,1368.91,5.5
24380,749,31169.07,10.0,135,10743.5,6.0
24385,0,0.0,0.0,80,489.0,6.0
24398,976,19061.76,9.0,116,683.65,5.5
2440,1028,17761.12,6.5,190,1207.5,6.0
2441,0,0.0,0.0,146,867.0,5.5
24437,0,0.0,0.0,176,924.85,5.0
24441,1707,16136.43,4.2,238,1336.75,5.5
24449,1088,21703.74,8.495000000000001,121,726.9,5.5
24452,0,0.0,0.0,223,1352.05,5.5
24458,0,0.0,0.0,185,1161.35,6.0
2446,916,14235.41,9.0,169,1048.0,6.0
24466,0,0.0,0.0,155,966.59,5.5
24469,1558,34064.01,2.65,282,1575.95,5.5
24475,1133,22596.1,9.0,167,1012.1,6.0
24476,1147,22194.44,3.6,146,879.35,5.5
24488,0,0.0,0.0,131,852.06,6.0
24492,0,0.0,0.0,146,901.8,6.0
24495,862,18181.81,11.0,126,811.5,6.0
24500,0,0.0,0.0,142,839.89,5.5
24515,927,18559.44,6.5,154,1302.38,6.0
24532,0,0.0,0.0,192,8693.43,6.0
24540,1254,19789.18,9.0,237,1465.0,6.0
24544,1000,17598.74,6.5,226,1382.2,5.5
24547,1091,23119.66,8.99,228,1884.79,6.0
24559,0,0.0,0.0,133,818.05,6.0
24570,1046,18579.65,9.0,260,1739.01,5.75
24571,1263,25746.36,9.0,254,1771.4,5.5
24575,1836,19608.27,5.0,222,1314.5,6.0
24576,997,20100.84,5.5,144,1822.92,6.5
24589,0,0.0,0.0,120,740.0,6.0
24592,1343,32340.41,5.0,205,12613.75,6.0
24597,0,0.0,0.0,207,1252.2,5.5
24600,1684,19073.43,4.675000000000001,241,1370.75,5.5
24602,1249,27229.31,4.5,175,8022.0,6.0
24606,1023,37177.61,9.5,196,1154.5,5.5
24613,0,0.0,0.0,212,1347.77,6.0
24618,1999,23348.23,5.1,198,1129.15,5.5
24620,0,0.0,0.0,176,12098.05,5.5
24629,894,13342.14,6.0,125,747.55,5.5
24636,0,0.0,0.0,4,27.0,6.0
24639,1000,27479.6,6.5,188,6489.45,6.0
24641,998,16497.64,6.5,276,2283.77,6.0
24643,0,0.0,0.0,127,793.0,6.0
24656,0,0.0,0.0,160,1155.95,6.0
24658,1248,21156.89,9.0,216,1413.29,5.5
24663,1633,17604.74,4.5,199,1136.55,5.5
24674,0,0.0,0.0,40,350.0,6.0
24676,1190,35866.33,6.5,233,8102.57,6.0
24677,849,12828.99,11.0,144,893.5,6.0
24681,0,0.0,0.0,240,1814.4,6.0
24689,715,28134.41,10.45,179,25046.98,6.0
24698,2103,19903.71,4.5,266,1683.78,6.0
24699,0,0.0,0.0,2,19.2,9.6
24714,1902,26450.53,4.75,288,1630.3,5.5
24719,1570,20237.86,4.375,142,866.48,5.5
24723,0,0.0,0.0,160,6916.98,6.0
24726,1110,20281.27,6.5,136,868.48,5.5
24731,1590,21670.69,3.6500000000000004,111,663.25,5.5
24733,1159,26167.35,6.5,250,1490.13,5.5
24739,1490,16916.84,2.65,39,217.25,5.5
24745,0,0.0,0.0,84,768.4,6.0
24753,1637,36553.07,4.5,35,226.0,6.0
24757,1710,27550.5,4.8,268,12870.86,5.75
24760,739,15741.26,10.0,220,1659.56,6.0
24766,1299,18958.43,9.0,220,1354.4,5.75
24775,0,0.0,0.0,119,686.0,5.5
24778,1031,14052.82,6.5,217,1293.15,6.0
24787,1006,31944.54,7.0,136,845.85,5.5
24796,890,10290.87,6.5,156,927.5,5.5
24803,1826,32841.46,4.775,255,9728.68,6.0
2481,0,0.0,0.0,175,1368.02,6.0
24815,2089,33943.52,5.0,179,993.3,5.5
24830,0,0.0,0.0,272,1625.5,5.5
24831,969,28200.9,8.4,102,586.35,5.5
24833,0,0.0,0.0,119,826.16,6.0
24836,0,0.0,0.0,142,829.61,5.5
24842,1579,15549.89,4.0,179,1170.9,5.5
24848,1259,39672.45,8.99,145,863.5,6.0
24849,1070,30438.75,6.5,328,12702.62,6.5
2486,875,28395.53,9.5,168,960.4,5.5
24860,710,31167.99,10.5,196,10118.38,6.0
24867,1182,32099.78,8.99,262,6896.349999999999,6.0
2487,931,18175.21,11.0,154,940.5,6.0
24882,1538,19751.21,3.3,34,204.35,6.0
24889,955,20104.52,9.5,266,1618.75,5.75
24890,1451,15862.58,6.0,123,730.35,6.0
24897,0,0.0,0.0,235,1416.92,5.5
24903,1120,21461.28,9.0,263,1601.14,5.5
24910,0,0.0,0.0,222,1400.0,6.0
24920,973,26788.5,6.5,284,20217.0,6.0
24922,0,0.0,0.0,196,1186.31,5.5
2493,1015,17378.37,9.0,166,939.45,5.5
24931,1027,27855.86,6.5,150,922.5,6.0
24932,0,0.0,0.0,186,1120.0,6.0
24935,0,0.0,0.0,259,1573.14,5.5
24945,0,0.0,0.0,407,25486.21,6.5
24951,0,0.0,0.0,197,1313.34,6.0
24954,1870,23185.53,5.0,287,1640.28,5.5
24958,0,0.0,0.0,170,1050.09,5.5
24960,1577,25297.010000000002,4.5,161,875.3,5.0
24962,0,0.0,0.0,87,598.2,6.0
24964,1253,29822.5,6.5,172,6971.18,6.0
24966,969,33181.65,9.0,163,965.8,5.5
24967,0,0.0,0.0,157,881.3,5.0
24968,0,0.0,0.0,311,16090.16,5.5
24987,0,0.0,0.0,205,1225.55,5.5
24988,846,16245.15,9.0,186,1109.75,5.5
24990,1417,22023.89,6.5,218,1397.0,6.0
25011,1315,33375.89,6.5,258,7190.96,6.0
25014,0,0.0,0.0,238,22491.24,6.0
25015,1623,36943.92,2.55,98,589.83,6.0
25017,0,0.0,0.0,203,1260.99,6.0
25018,0,0.0,0.0,236,1683.97,5.75
25032,1185,20424.05,9.5,160,929.5,5.5
25040,1040,17700.71,6.0,149,876.0,5.5
25046,1602,25580.35,6.0,205,1253.8,5.5
25049,0,0.0,0.0,131,935.3,6.0
25050,838,19348.2,9.0,176,1240.99,6.0
25058,0,0.0,0.0,241,1475.9,6.0
25075,0,0.0,0.0,336,2070.71,6.0
25080,973,19839.97,6.5,111,679.15,6.0
25083,0,0.0,0.0,184,1280.86,6.0
25093,1060,20601.15,8.99,196,1170.5,6.0
25097,1148,20098.62,5.5,120,804.27,5.5
25098,1110,31475.87,9.0,104,5169.91,6.0
25103,0,0.0,0.0,89,4463.5,6.0
25106,1269,19542.19,6.5,282,1936.12,5.5
25108,0,0.0,0.0,135,808.7,6.0
25115,950,12034.4,6.5,235,173279.9,810.0
25117,1162,18155.87,9.0,180,1075.23,5.5
25120,1346,20422.079999999998,6.0,72,515.68,6.0
25125,1100,17046.079999999998,9.0,95,543.35,5.5
25138,0,0.0,0.0,148,870.75,5.5
25153,779,29955.69,10.0,139,9359.92,5.5
25155,964,11049.06,6.5,144,1356.99,6.0
25162,965,25046.83,10.0,31,190.5,5.0
25168,1192,18518.9,6.0,151,1205.96,6.0
25171,0,0.0,0.0,316,1770.7,5.5
2518,2000,24575.84,5.0,216,1252.25,5.5
25182,0,0.0,0.0,130,795.41,6.0
25185,999,12035.66,8.0,154,923.7,6.0
25190,0,0.0,0.0,168,1064.65,5.5
25192,1341,17015.97,6.5,146,907.18,6.0
25195,0,0.0,0.0,190,1171.57,5.5
25198,658,26299.83,10.0,132,12811.0,6.0
25202,1022,26678.600000000002,6.5,169,1007.4,6.0
25209,958,26469.97,6.0,116,686.55,6.0
25210,1280,12953.35,6.0,30,183.5,5.75
25212,1997,22122.03,4.5,148,889.76,5.5
25213,0,0.0,0.0,113,681.0,5.5
25217,0,0.0,0.0,207,1255.8,6.0
25218,0,0.0,0.0,293,1584.7,5.5
25219,1063,28789.82,9.0,158,5849.610000000001,6.0
25225,0,0.0,0.0,174,969.6,5.5
25233,781,28978.62,9.0,136,13994.81,5.5
25237,0,0.0,0.0,223,10837.1,6.0
25238,0,0.0,0.0,131,770.9,5.5
25240,1221,22184.74,8.0,92,589.4,6.0
2525,0,0.0,0.0,246,15855.05,6.0
25253,1702,21850.579999999998,4.5,260,1751.76,5.5
25254,0,0.0,0.0,117,815.53,6.0
25267,0,0.0,0.0,307,2299.99,6.0
25275,0,0.0,0.0,154,951.9,5.5
2528,840,33069.21,9.0,242,15729.36,6.0
25284,0,0.0,0.0,118,3696.05,6.5
25286,1881,21621.56,5.0,191,1120.8,5.5
2529,0,0.0,0.0,155,1068.73,6.0
25304,1652,25103.71,4.5,203,1142.15,5.5
25305,1155,32880.49,9.0,264,14085.24,6.0
25306,0,0.0,0.0,113,757.6,5.5
25307,1266,34369.15,6.0,136,777.75,5.5
25319,0,0.0,0.0,139,893.55,6.0
25330,1385,36595.23,6.0,157,11088.97,6.0
25359,0,0.0,0.0,187,1109.8,6.0
25361,1265,31165.33,6.0,164,10862.83,6.0
25362,1211,16289.48,8.99,190,1064.65,5.5
25365,1161,17281.88,6.5,75,436.4,5.5
25368,0,0.0,0.0,251,1603.5,6.0
2538,925,27277.3,9.0,158,964.6,6.0
25390,0,0.0,0.0,138,796.9,5.5
25399,781,18989.43,6.5,91,871.83,6.5
25412,1258,18008.36,6.915,170,1096.6,5.5
25413,0,0.0,0.0,238,1421.55,6.0
25415,1554,21360.02,6.0,189,1147.7,6.0
25429,1762,16265.57,6.0,272,1565.95,5.5
25439,0,0.0,0.0,164,972.75,5.75
25447,0,0.0,0.0,122,7688.01,5.5
25450,1451,34727.1,6.0,248,15720.45,6.0
25451,1940,15626.82,4.725,220,1250.4,5.5
25453,640,25311.21,9.0,13,85.0,6.5
25462,0,0.0,0.0,144,1205.35,6.0
25480,1621,29620.1,4.5,195,5159.8,6.0
25485,1130,16943.3,6.5,260,1839.56,6.0
25487,0,0.0,0.0,239,13799.0,6.0
25503,1384,24537.26,6.0,208,1523.57,6.0
25505,1509,25801.19,6.5,201,1199.25,5.5
25510,1064,21359.92,6.5,77,459.7,6.0
25513,1231,35912.72,9.0,114,5377.65,6.0
25518,1302,15839.55,6.0,243,1419.75,5.5
25530,0,0.0,0.0,262,1481.05,5.5
25539,554,22537.32,11.0,6,29.0,5.0
25543,1696,36254.68,4.8,158,10257.2,5.5
25551,1048,18706.75,10.0,248,1523.5,6.0
25555,0,0.0,0.0,153,1107.56,5.5
25574,1528,24990.39,6.0,109,619.8,5.5
25584,964,20734.59,9.0,184,1135.52,5.5
25586,996,16533.84,7.79,172,1395.88,6.0
25589,1291,30369.649999999998,6.0,296,18475.38,6.0
25594,1082,15960.87,6.5,146,866.25,6.0
25610,0,0.0,0.0,104,706.0,5.5
25613,1443,28079.56,6.0,196,1193.5,6.0
25615,1199,17480.82,9.0,180,1103.5,6.0
25630,1971,19081.21,2.65,132,791.35,5.5
25631,1079,29979.55,9.0,168,1006.55,5.5
25637,1930,33824.23,4.5,241,8397.97,6.0
25639,1745,35393.06,4.7,250,18112.45,6.0
25646,1272,30397.17,6.0,178,12564.7,5.5
25649,988,29510.29,9.0,210,11890.87,6.0
25652,616,8079.13,6.5,203,288055.0,1445.0
25654,1112,17795.65,9.0,220,1305.6,5.5
25657,1614,18388.82,4.0,168,1290.0,5.75
25668,0,0.0,0.0,105,644.1,5.5
25685,978,32919.23,9.0,172,1013.3,5.5
25687,0,0.0,0.0,307,2162.42,5.5
25691,926,33676.07,9.5,128,6484.5,6.0
25693,0,0.0,0.0,91,541.25,5.5
25696,1626,20486.56,4.275,118,735.84,5.5
25697,0,0.0,0.0,428,258189.55,6.5
25711,1985,22884.54,5.0,325,1872.6,5.5
25714,1692,17291.35,4.5,338,1852.2,5.5
25716,1729,19214.2,4.5,236,1333.85,5.5
25717,0,0.0,0.0,169,1128.31,6.0
25718,1848,18404.61,5.0,281,1504.25,5.0
2574,1363,14384.52,6.0,75,484.85,6.0
25745,820,14366.86,9.0,183,1400.71,6.0
25747,0,0.0,0.0,127,758.35,6.0
25756,1287,20687.32,9.0,211,1233.25,5.5
25758,1199,16922.09,9.0,203,1230.3,6.0
25769,0,0.0,0.0,88,565.33,5.5
25772,0,0.0,0.0,221,1343.6,6.0
25778,858,20959.62,6.5,43,262.8,6.0
25779,1426,21381.71,6.0,99,570.95,5.5
25781,1419,20494.71,6.5,204,1325.5,6.0
25793,0,0.0,0.0,201,1374.04,5.5
25798,1212,29838.65,9.0,259,12321.09,6.0
2580,1492,32656.87,2.65,191,22436.7,6.0
25803,0,0.0,0.0,275,13406.8,6.0
25805,0,0.0,0.0,118,714.85,6.0
25807,1139,18984.99,6.5,212,1477.94,6.0
